,amount,v1,v2,v3,v4,v5,v6,v7,time,class
335,98.51,-2.39,1.67,-1.56,0.86,0.78,0.35,0.87,177,0
336,169.37,-4.89,0.16,-1.83,-0.18,0.33,-1.93,1.86,476,0
337,151.84,-1.12,2.75,-0.22,0.89,-0.23,-1.6,-0.71,345,0
338,274.5,2.97,1.58,2.75,0.35,0.46,0.47,-0.35,217,0
339,347.93,-1.18,1.74,1.43,-0.64,0.93,-2.12,0.79,312,0
340,10.71,-1.52,1.88,-1.6,1.66,-0.5,-1.77,1.85,120,0
341,389.96,-0.79,-0.01,1.01,-0.6,0.21,-1.21,0.21,264,0
342,181.94,-3.35,1.06,1.48,1.32,-0.69,-1.45,-0.87,425,0
343,334.54,2.89,-1.86,2.15,0.28,-0.1,-1.37,0.67,461,0
344,279.88,-3.6,2.83,1.32,-0.06,-0.15,-2.13,0.18,59,0
345,277.29,-4.6,1.63,1.96,0.82,0.68,-1.33,1.75,497,0
346,47.39,1.19,2.21,-0.48,1.11,-0.38,-0.58,0.02,46,0
347,183.56,-1.57,-2.5,-0.64,1.47,0.33,0.36,1.43,471,0
348,293.33,2.35,0.32,0.19,-0.76,0.36,0.41,-0.88,265,0
349,321.67,-0.29,-1.65,1.16,0.33,0.79,-0.29,1.24,363,0
350,216.48,2.8,-0.36,0.46,-0.31,-0.04,-0.54,1.75,7,0
351,31.61,-4.2,-1.83,2.9,1.39,-0.1,-0.66,-0.52,159,0
352,309.3,2.81,-0.61,-1.4,-0.76,-0.41,-2.83,0.67,165,0
353,348.01,1.0,2.36,0.66,1.06,-0.17,-2.45,-0.66,373,0
354,96.56,-0.31,-0.94,2.07,-0.58,0.04,0.24,1.78,105,0
355,495.86,2.45,1.08,0.29,-1.0,0.99,-2.13,-0.04,298,0
356,150.84,-3.06,1.28,-2.34,-0.96,0.24,-1.11,0.08,207,0
357,430.91,1.02,-0.47,0.45,-0.47,0.43,0.51,1.64,216,0
358,193.4,2.45,-0.72,-0.55,-0.32,0.27,-2.85,-0.12,90,0
359,241.38,2.5,2.11,-2.52,1.51,-0.97,-0.28,1.6,27,0
360,427.1,-4.35,2.75,-2.95,-0.9,0.31,0.17,-0.55,381,0
361,301.56,-1.84,1.37,0.89,0.95,0.3,-0.98,0.71,156,0
362,219.05,0.33,-0.96,2.94,-0.42,-0.03,-2.38,-0.66,11,0
363,69.11,1.74,2.24,-1.46,0.2,-0.78,0.89,-0.62,417,0
364,189.87,0.45,1.13,1.4,1.27,-0.07,0.64,1.55,363,0
365,370.85,2.85,-1.43,2.78,1.96,0.98,-0.53,-0.14,187,0
366,190.6,-0.77,2.41,-1.36,0.51,-0.1,-0.24,1.16,281,0
367,167.5,1.63,2.77,2.71,0.9,0.75,-2.71,1.77,416,0
368,153.56,-3.34,-0.25,2.53,1.65,0.99,-2.33,-0.17,208,0
369,384.03,-4.22,-2.94,3.0,0.16,0.33,-1.06,0.9,286,0
370,344.18,-4.59,-0.37,-2.36,1.24,-0.35,-1.99,0.22,156,0
371,95.66,2.02,1.08,2.52,-0.05,-0.08,-2.42,0.31,61,0
372,64.84,-1.73,-2.65,0.94,-0.57,0.16,-2.31,1.77,318,0
373,466.5,-2.52,-1.22,2.94,1.29,0.76,-0.13,1.75,209,0
374,224.64,-2.33,2.1,1.12,-0.02,0.25,-1.8,1.62,472,0
375,383.26,-0.88,2.35,-2.01,0.09,0.87,-0.67,0.4,299,0
376,337.85,0.36,1.31,-0.22,0.26,0.43,-2.48,0.65,38,0
377,225.33,-1.95,1.58,2.07,-0.04,0.57,-2.24,1.28,228,0
378,377.19,-3.28,-1.92,-2.55,0.95,0.5,-0.84,1.88,462,0
379,239.47,-2.87,-1.45,-0.87,1.73,-0.65,0.1,-0.92,446,0
380,101.17,-2.91,-0.64,-1.56,0.89,0.57,-1.26,0.65,92,0
381,419.52,-2.37,-2.84,-2.72,1.73,0.89,-2.55,1.51,189,0
382,129.44,1.1,-0.03,-0.31,0.71,-0.23,-1.36,0.22,136,0
383,307.07,-1.75,0.74,-1.34,-0.8,0.08,-2.51,-0.56,31,0
384,496.7,2.67,-2.71,0.51,-0.06,-0.29,-2.62,0.75,213,0
385,64.0,1.08,-0.78,-2.32,1.86,0.71,-1.93,-0.36,242,0
386,327.17,2.36,1.26,-2.49,1.45,0.55,-2.25,0.61,401,0
387,164.53,-2.4,0.37,1.84,-0.75,-0.48,-0.14,1.75,176,0
388,353.09,-4.89,0.73,-1.42,-0.89,-0.89,-2.62,-0.23,495,0
389,258.42,-0.79,-2.33,-1.87,1.78,-0.81,-0.45,1.97,242,0
390,343.2,2.4,-2.25,0.99,-0.89,0.46,0.31,1.06,365,0
391,344.78,-2.27,1.97,2.49,1.93,0.86,-2.53,-0.47,88,0
392,462.95,-1.97,-1.02,-0.76,0.31,0.38,0.77,0.12,270,0
393,485.17,2.66,-2.87,-2.09,-0.7,0.74,-2.16,-0.6,454,0
394,79.43,-2.92,-0.29,1.15,-0.22,-0.83,-1.52,1.49,259,0
395,169.73,1.76,-1.9,-2.19,0.04,-0.32,-1.91,1.44,451,0
396,169.86,-4.93,-0.41,2.73,-0.98,-0.83,-1.9,0.01,251,0
397,72.99,0.22,-0.37,-0.09,0.32,-0.34,-2.48,-0.21,215,0
398,379.29,-2.62,1.58,-1.46,1.66,0.07,-2.08,1.79,341,0
399,369.58,-4.44,1.84,-2.78,1.67,-0.01,-2.16,-0.7,373,0
400,299.98,-3.1,-0.53,0.12,-0.5,0.87,-2.88,1.86,0,0
401,257.86,0.43,-2.06,-2.74,-0.83,0.33,-1.62,1.25,274,0
402,130.13,-3.79,-2.41,-0.84,-0.78,0.37,-0.29,1.73,479,0
403,53.35,-0.27,2.24,1.59,-0.44,0.57,-2.0,1.39,264,0
404,284.23,2.22,1.17,2.99,-0.3,0.43,-1.97,0.6,171,0
405,486.73,2.57,-2.13,-0.2,1.92,0.63,0.92,1.37,53,0
406,457.05,0.86,-1.6,-1.94,1.8,0.89,-0.18,-0.38,65,0
407,247.91,0.46,-0.8,1.74,0.33,-0.47,0.78,1.64,329,0
408,247.49,-1.36,-1.24,-0.62,1.58,0.29,-1.45,0.97,274,0
409,399.13,-3.47,2.88,-2.58,1.61,-0.39,-0.29,0.8,25,0
410,505.45,-1.78,0.74,-2.81,-0.94,-0.33,-1.82,1.71,259,0
411,432.41,2.42,0.85,-2.3,0.56,-0.5,-1.13,0.98,275,0
412,38.49,1.75,0.5,-2.51,0.03,0.81,-0.82,0.66,31,0
413,77.38,-4.99,-2.02,1.22,0.72,0.1,-1.33,1.23,147,0
414,370.09,-1.81,2.23,-0.19,1.35,-0.17,0.84,1.7,250,0
415,460.91,-2.97,1.42,2.41,-0.13,-0.66,-2.07,0.6,478,0
416,403.38,2.79,-0.46,2.62,-0.22,0.76,-1.39,1.86,290,0
417,185.62,-0.77,-2.34,2.09,1.15,-0.92,-2.65,-0.61,354,0
418,341.54,1.08,2.45,0.26,0.4,-0.38,0.89,0.38,480,0
419,191.5,-4.99,-0.34,2.4,1.49,0.77,-2.08,0.58,363,0
420,215.48,2.19,-1.13,-2.66,-0.79,-0.07,0.81,0.14,26,0
421,111.11,2.65,-0.57,1.82,1.36,-0.69,-1.3,1.28,469,0
422,342.1,-0.76,-2.47,-0.04,1.06,-0.34,-0.97,-0.31,492,0
423,164.0,-1.37,2.97,-0.58,1.59,0.15,-2.06,-0.06,499,0
424,245.92,2.44,2.21,-0.68,1.65,-0.14,-2.99,2.0,256,0
425,128.32,-2.83,-1.52,1.13,1.32,-0.32,-1.83,0.99,39,0
426,6.25,-1.78,-0.03,0.85,-0.88,0.45,-0.38,1.96,163,0
427,158.69,-3.79,1.52,-1.5,0.38,0.74,-1.02,1.37,157,0
428,223.68,2.86,2.42,0.93,1.22,-0.11,0.72,-0.79,107,0
429,453.62,-3.57,-2.59,-2.48,-0.39,-0.34,-2.36,-0.96,93,0
430,485.41,-1.57,2.77,0.18,1.78,-0.63,-1.64,0.52,104,0
431,432.24,-3.29,-0.93,2.86,-0.24,-0.03,-1.32,0.64,373,0
432,350.27,2.1,-0.06,-2.39,1.99,0.51,-0.45,1.91,393,0
433,336.5,-3.01,-2.62,-0.3,1.06,-0.2,-0.1,1.74,434,0
434,154.52,0.42,1.54,2.59,1.47,0.83,-0.34,-0.03,279,0
435,274.15,-2.58,1.92,-2.3,-0.94,0.42,-2.29,1.25,307,0
436,35.38,-4.83,0.79,0.19,-0.91,0.24,-0.66,0.04,107,0
437,502.49,-2.76,2.01,2.44,-0.35,-0.58,0.56,-0.51,416,0
438,290.41,-2.17,0.81,-2.05,0.33,0.9,-2.7,0.44,60,0
439,503.95,-1.31,-0.05,2.73,0.74,0.93,0.43,-0.06,342,0
440,271.35,-3.48,-1.65,2.94,0.39,-0.58,0.44,-0.88,231,0
441,371.76,-3.52,-2.25,-1.32,1.09,-0.85,-2.36,0.52,313,0
442,187.03,-1.9,1.78,-0.56,-0.16,0.04,-2.36,-0.45,183,0
443,125.26,2.44,-1.68,-1.16,-0.92,0.69,-0.74,1.04,499,0
444,487.89,-0.42,-2.79,-1.93,0.99,-0.43,-0.21,0.87,329,0
445,263.15,2.06,0.84,-0.19,0.3,-0.86,0.65,-0.39,40,0
446,182.97,0.98,1.13,2.4,-0.06,-0.11,-1.54,0.53,282,0
447,85.36,-4.25,-1.27,-0.35,0.71,-0.25,-2.25,-0.62,294,0
448,383.02,-3.72,1.06,-1.4,0.74,-0.44,-1.3,1.11,23,0
449,200.66,-1.53,-2.53,2.54,1.16,0.86,0.33,0.31,61,0
450,462.53,1.52,-1.48,-1.72,0.28,-0.11,0.2,1.01,361,0
451,506.88,-0.91,-2.21,2.03,1.45,-0.49,-0.8,-0.09,395,0
452,343.86,-1.82,-2.48,-0.07,-0.62,0.6,-2.87,1.59,458,0
453,272.93,2.23,-0.04,-2.73,0.3,0.26,-1.28,0.03,128,0
454,243.1,0.37,-1.62,0.06,1.29,-0.4,-2.41,1.38,233,0
455,283.18,0.98,0.78,1.08,1.51,-0.69,-1.19,0.27,43,0
456,447.99,0.26,-0.37,-0.98,-0.46,0.44,-2.45,-0.11,183,0
457,230.76,-1.45,-2.57,-2.01,-0.77,-0.57,-1.74,-0.09,311,0
458,60.58,0.46,1.17,0.32,1.11,-0.12,-1.05,1.06,312,0
459,294.49,1.73,1.41,0.34,-0.07,-0.07,-1.38,1.16,204,0
460,416.56,-2.88,-1.96,-0.55,0.07,0.58,-2.71,-0.34,236,0
461,133.54,0.1,-0.28,-1.28,0.53,-0.75,-0.99,1.39,395,0
462,11.28,-3.42,1.0,-1.79,0.41,0.78,-0.73,0.06,200,0
463,485.77,1.2,-2.99,0.13,-0.5,-0.42,0.84,1.1,416,0
464,12.98,-2.06,-1.0,0.56,1.21,0.04,0.88,0.15,29,0
465,119.8,-3.82,-0.5,-2.54,0.07,-0.58,-2.64,1.33,159,0
466,198.07,0.07,-2.22,0.27,-0.09,-0.62,-1.91,0.71,88,0
467,448.95,-2.26,-0.13,0.14,-0.21,0.73,-2.46,1.23,78,0
468,353.93,-4.04,-2.68,-0.11,0.37,0.75,-0.72,1.89,384,0
469,36.54,-4.18,-1.71,0.18,1.41,-0.21,-2.52,0.91,63,0
470,418.48,-2.27,-0.98,2.24,1.86,0.39,-2.46,1.14,276,0
471,150.44,2.75,2.12,2.82,0.2,0.55,0.04,-0.33,343,0
472,171.78,-3.48,0.25,-0.49,-0.99,-0.16,-1.64,0.26,87,0
473,127.76,2.57,-0.45,2.07,1.35,-0.59,-2.17,0.01,101,0
474,109.48,-1.3,-0.12,1.98,0.23,0.63,0.74,-0.5,261,0
475,350.5,-2.15,0.49,0.6,1.96,0.0,-0.02,0.42,159,0
476,208.03,0.91,-0.4,-1.67,1.22,0.53,-1.43,0.33,255,0
477,78.48,1.75,-2.08,-2.95,-0.48,0.18,-2.79,1.14,471,0
478,384.93,0.83,1.03,-2.79,-0.8,-0.93,-0.48,0.46,271,0
479,13.41,-4.19,-1.95,-1.01,0.21,-0.82,-0.59,0.73,109,0
480,418.55,1.63,-0.27,1.2,1.51,-0.84,-1.49,0.46,292,0
481,143.52,-1.74,-0.66,-2.1,0.84,0.13,-2.0,-0.73,343,0
482,406.8,-0.79,1.66,-0.09,-0.19,-0.47,-1.68,-0.51,252,0
483,375.14,-3.68,-0.65,-1.25,-0.3,-0.25,-0.58,-0.15,231,0
484,308.58,-4.4,-2.42,-2.55,0.93,0.66,-1.33,0.7,381,0
485,472.77,-4.21,0.32,-1.59,1.09,0.79,0.13,1.46,275,0
486,299.68,-4.25,-2.76,1.02,1.16,-0.44,-0.65,0.08,230,0
487,29.55,-2.4,-1.31,-0.76,-0.92,0.11,-2.06,-0.85,312,0
488,454.75,-2.95,-2.11,2.43,0.39,-1.0,0.42,0.38,84,0
489,2.3,1.4,-2.75,-0.11,0.89,0.59,-2.38,-0.31,259,0
490,125.21,-3.28,-0.6,2.43,0.39,0.96,0.48,0.49,153,0
491,294.02,-0.47,0.05,0.53,0.72,-0.71,-1.83,0.28,129,0
492,349.31,-2.04,-0.3,2.26,0.63,-0.14,-2.75,1.08,316,0
493,326.36,-1.29,-2.57,2.3,1.36,0.03,-2.12,0.34,64,0
494,79.81,-0.37,-1.56,1.31,1.49,0.18,-1.57,-0.77,426,0
495,245.97,-0.63,2.14,0.79,-0.55,-0.83,-2.96,-0.83,155,0
496,375.21,2.58,0.97,1.59,0.99,0.98,-2.59,0.2,26,0
497,49.27,-4.21,0.09,1.76,0.41,-0.08,0.66,0.22,423,0
498,283.26,-0.62,-1.25,-3.0,0.87,0.74,-2.27,1.29,195,0
499,224.58,1.3,-0.91,-1.09,-0.09,0.36,-0.61,1.94,364,0
500,409.12,-1.77,2.38,0.68,1.87,0.88,-0.59,1.19,288,0
501,57.52,-1.77,0.69,-0.63,-0.71,0.03,-2.85,-0.74,23,0
502,187.3,-3.58,0.17,-0.8,-0.51,-0.86,-0.9,-0.47,163,0
503,180.06,1.14,-2.57,-1.86,1.66,0.89,-1.15,0.77,425,0
504,98.22,-1.12,-1.89,0.99,-0.95,0.81,-1.14,1.87,78,0
505,222.58,-2.69,2.4,2.64,1.03,0.0,-1.57,1.04,183,0
506,127.92,2.14,-2.11,-2.06,1.12,-0.23,0.65,1.34,144,0
507,268.57,-0.12,0.77,-1.45,-0.96,0.61,-0.24,1.32,4,0
508,171.28,2.96,-2.26,-2.35,1.48,-0.89,0.66,-0.12,110,0
509,412.21,0.37,2.43,1.57,-0.9,0.35,-1.87,-0.36,283,0
510,305.71,-4.97,-1.51,-1.82,0.48,0.54,0.94,1.13,383,0
511,209.45,-3.94,0.22,1.56,-0.91,-0.34,-2.94,1.65,191,0
512,131.22,-4.82,1.52,1.59,0.18,-0.45,-1.04,0.04,453,0
513,67.93,-1.75,-1.53,-2.89,1.38,-0.02,-1.81,0.88,14,0
514,289.37,1.6,-2.93,-0.74,1.26,0.85,-0.93,1.96,155,0
515,374.2,-2.3,0.63,2.92,0.28,0.06,0.13,1.91,331,0
516,459.72,2.2,-2.49,1.68,-0.87,0.62,-0.87,-0.6,375,0
517,304.68,-1.06,0.36,0.77,1.6,-0.54,0.43,-0.23,82,0
518,475.77,-4.78,0.04,1.92,-0.45,-0.19,-2.11,1.78,170,0
519,272.61,-2.34,0.87,-2.9,0.02,0.54,-1.16,-0.44,204,0
520,391.36,-3.07,2.78,2.41,0.41,0.07,-2.69,0.86,55,0
521,309.3,-2.64,-2.81,-0.43,0.02,0.98,-0.48,1.24,231,0
522,104.57,-2.66,-2.6,-1.54,0.27,0.68,-2.68,1.91,249,0
523,260.53,-2.2,-0.82,-0.8,-0.23,0.62,-1.83,0.1,264,0
524,75.5,-2.2,0.27,-0.63,-0.94,-0.81,-2.3,0.09,66,0
525,178.68,-4.82,0.79,1.23,-0.61,-0.05,-2.44,-0.56,298,0
526,59.35,-3.47,-1.16,2.7,1.03,0.24,-2.55,-0.67,294,0
527,159.74,-3.88,2.12,-1.62,-0.52,-0.93,-0.4,-0.1,83,0
528,83.24,-3.64,1.16,-2.45,0.96,0.16,-0.14,1.93,401,0
529,233.57,1.63,0.91,0.04,1.41,0.77,-2.14,-0.73,486,0
530,286.51,0.25,2.07,2.92,0.42,0.8,-1.52,-0.73,405,0
531,498.27,-4.97,-0.76,-0.8,-0.23,0.89,-2.25,-0.98,22,0
532,403.8,-2.53,0.52,2.57,-0.87,0.31,-1.32,-0.63,80,0
533,184.72,0.49,1.41,-1.41,1.57,0.35,-0.53,0.92,158,0
534,275.76,-2.88,2.24,-2.76,0.3,0.79,-0.55,0.88,24,0
535,383.72,-4.4,2.12,-2.58,1.8,-0.98,-2.9,0.47,181,0
536,440.5,0.4,0.58,2.96,1.86,-0.61,-1.98,1.94,429,0
537,81.82,-4.8,-1.49,0.31,-0.05,0.08,-0.9,-0.05,316,0
538,475.89,1.72,-1.88,-2.98,1.76,0.16,-0.61,-0.08,282,0
539,301.34,-2.15,-2.17,-1.34,1.58,-0.03,-1.05,0.45,99,0
540,84.22,2.92,0.8,1.45,-0.13,-0.09,-2.59,-0.98,43,0
541,7.2,-3.9,-0.96,-0.62,1.06,0.28,-1.74,1.76,320,0
542,264.15,-2.41,-1.2,2.08,-0.35,-0.63,-0.4,0.79,152,0
543,163.12,-4.92,-0.34,1.49,-0.87,-0.86,-2.52,-0.4,380,0
544,360.51,-4.99,2.21,1.27,-0.35,-0.02,-0.2,0.68,142,0
545,334.04,-2.61,1.14,1.5,-0.17,0.85,-1.43,1.29,248,0
546,442.21,0.91,-0.16,0.38,1.57,-0.06,-2.2,1.96,72,0
547,363.36,2.82,-0.82,2.67,0.81,-0.55,-0.56,-0.59,420,0
548,460.27,-4.73,2.05,-0.61,1.93,0.95,0.83,1.11,122,0
549,316.07,-3.85,-0.26,-2.69,-0.44,0.33,-1.56,-0.6,25,0
550,107.76,-2.96,0.88,-0.52,1.36,0.22,-0.57,-0.75,125,0
551,488.96,-2.55,-0.11,-1.62,0.29,0.75,-0.07,0.47,279,0
552,337.39,2.98,-0.92,2.54,1.09,0.24,-2.09,0.45,64,0
553,320.65,-4.94,0.48,-0.12,0.79,-0.37,-0.04,-0.97,177,0
554,383.02,0.25,-2.07,-0.22,1.01,0.83,-0.65,-0.98,319,0
555,465.27,0.03,2.32,-1.67,0.05,0.48,-2.16,0.49,265,0
556,154.05,-2.28,0.47,-1.3,-0.17,-0.91,-0.9,-0.54,265,0
557,158.96,0.61,-0.05,-2.65,-0.37,0.2,0.66,1.64,194,0
558,434.2,2.26,-1.99,1.26,1.17,0.6,-1.55,0.72,290,0
559,77.5,1.1,1.83,2.1,-0.9,0.78,-2.58,1.39,50,0
560,91.0,-2.74,-0.91,-1.11,1.77,0.44,-1.42,0.7,32,0
561,228.64,0.9,1.77,-1.85,-0.74,-0.69,-1.31,0.33,264,0
562,368.31,-2.32,2.75,-1.47,-0.68,-0.99,0.02,-0.64,455,0
563,482.64,1.47,0.34,-2.27,-0.01,-0.17,-0.07,-0.07,71,0
564,285.52,-0.13,-2.27,-1.84,1.96,-0.69,-1.47,-0.16,30,0
565,359.77,0.62,2.79,-0.99,0.64,-0.82,-2.99,-0.95,398,0
566,257.29,0.64,-2.65,-1.41,1.2,0.64,-2.07,0.06,71,0
567,351.04,-1.22,-1.1,-1.41,0.62,-0.65,-1.57,1.3,413,0
568,209.31,1.73,-1.78,-2.21,1.37,-0.31,-2.17,1.46,97,0
569,62.48,2.94,2.45,2.0,-0.33,0.7,-2.27,0.37,25,0
570,358.79,2.23,-2.21,1.43,0.73,0.28,-0.25,0.08,255,0
571,248.29,1.7,0.3,-0.15,0.91,0.91,-2.65,0.03,311,0
572,339.72,2.87,1.74,-0.63,0.21,0.12,-0.24,-0.73,392,0
573,384.24,-3.61,-0.19,-0.54,-0.67,0.6,-0.94,1.09,72,0
574,453.89,-0.78,-2.02,1.79,0.32,-0.05,-2.88,0.2,272,0
575,247.84,-2.17,-2.42,0.99,1.0,-0.04,0.42,1.93,440,0
576,18.24,-0.36,0.27,0.21,-0.28,-0.7,-0.94,1.88,110,0
577,18.79,-2.31,-0.56,2.97,1.23,-0.45,-0.37,1.69,187,0
578,263.69,-1.11,-2.27,2.02,-0.23,0.29,-0.48,1.41,356,0
579,207.56,0.76,-2.97,-1.64,1.81,-0.84,-0.25,1.69,46,0
580,217.02,-2.64,-1.88,0.31,1.8,-0.27,-0.71,1.18,99,0
581,396.38,-0.34,2.93,1.5,-0.09,0.91,-0.67,0.27,373,0
582,273.77,-0.91,0.79,-0.54,0.42,-0.91,-2.71,-0.78,174,0
583,377.77,0.73,-0.9,1.15,-0.79,-0.84,-2.89,1.87,210,0
584,293.48,-2.94,-0.8,0.29,1.39,0.41,-0.71,1.14,307,0
585,27.64,-3.06,1.34,-0.78,0.62,-0.96,-1.73,1.42,34,0
586,212.77,-4.32,-0.25,-0.05,-0.84,-0.12,-2.99,1.55,380,0
587,4.88,-0.08,-1.94,1.57,-0.96,0.08,-2.08,1.76,82,0
588,367.74,-2.23,0.25,0.35,0.11,0.83,-1.45,0.74,158,0
589,150.63,-0.4,-0.58,0.26,1.82,0.68,0.74,1.51,263,0
590,49.61,-1.54,0.49,-0.91,1.09,-0.0,-2.21,0.09,22,0
591,43.88,-4.38,-2.47,-0.95,1.72,-0.78,-1.79,0.79,304,0
592,180.77,2.52,-0.77,2.71,1.68,-0.78,-1.67,1.26,282,0
593,509.29,1.58,0.12,-0.63,0.86,0.13,-2.49,1.73,200,0
594,449.07,-1.12,1.75,0.57,1.65,-0.77,-0.06,-0.73,439,0
595,440.05,-3.99,0.16,0.44,0.91,-0.49,0.26,1.91,79,0
596,24.9,2.52,-0.94,1.45,-0.28,-0.34,-2.5,-0.87,447,0
597,474.29,-4.2,0.91,-2.31,-0.9,0.5,-2.62,-0.13,338,0
598,16.77,-4.2,2.18,1.74,1.16,0.33,-2.69,-0.24,491,0
599,411.66,-1.93,-1.02,-2.22,-0.43,-0.31,-2.93,0.59,475,0
600,80.27,-4.85,-1.08,2.16,1.52,-0.67,-1.87,-0.66,52,0
601,262.3,1.56,2.88,0.87,-0.53,0.58,-0.8,-0.07,70,0
602,156.97,-2.7,-1.0,-2.05,0.06,0.32,0.38,1.97,298,0
603,484.39,-2.41,0.44,1.67,0.28,0.03,0.82,0.52,238,0
604,44.08,0.48,2.99,2.05,-0.27,0.49,-0.66,1.52,394,0
605,20.22,-0.92,1.7,0.65,0.62,-0.86,0.18,1.24,428,0
606,385.09,-4.17,-2.52,1.31,0.63,0.6,-0.35,1.01,265,0
607,329.72,0.57,-0.52,2.91,-0.76,0.71,-1.53,1.62,369,0
608,262.98,0.82,2.88,-0.22,1.23,0.75,-2.61,-0.62,186,0
609,142.01,-0.4,-1.38,2.28,0.95,-0.7,-2.17,0.45,312,0
610,79.33,-3.91,-2.55,1.76,1.16,-0.19,-2.14,1.28,213,0
611,226.09,0.91,-0.7,2.66,1.78,-0.73,0.66,1.39,392,0
612,269.22,-3.11,-0.55,-0.72,1.68,0.67,0.84,-0.69,187,0
613,338.64,-2.14,0.97,-1.7,0.84,-0.34,-2.38,-0.19,245,0
614,401.77,2.86,1.81,-2.89,0.7,0.29,-1.17,0.54,136,0
615,33.65,-0.83,-2.11,-2.14,-0.33,0.07,-2.4,1.33,52,0
616,357.31,-0.2,-0.52,1.6,0.12,-0.45,-1.34,-0.4,324,0
617,453.3,1.93,-1.25,1.57,1.85,0.24,-1.1,1.29,221,0
618,510.99,-0.77,-2.74,-1.36,1.93,-0.29,-0.7,1.11,255,0
619,248.77,2.5,-0.11,2.08,1.32,0.42,0.72,0.7,186,0
620,373.21,-1.57,2.8,2.09,0.21,-0.83,-2.16,-0.13,310,0
621,392.23,2.37,0.05,-0.42,0.34,-0.54,-2.62,0.14,171,0
622,222.17,1.49,-1.56,1.66,-0.97,-0.35,-2.46,0.56,499,0
623,187.52,-1.12,-0.97,0.75,-0.3,0.06,-0.87,0.72,422,0
624,313.94,-4.55,0.53,-0.0,-0.94,0.26,-0.78,0.69,457,0
625,455.61,-4.64,-1.28,2.33,0.69,0.42,-1.98,0.39,446,0
626,391.18,-3.99,-0.76,0.61,1.52,-0.97,-0.27,0.78,293,0
627,275.18,0.6,-2.38,2.48,0.03,0.39,-1.49,1.88,277,0
628,233.24,-2.46,2.74,-0.68,0.91,0.89,0.79,-0.23,398,0
629,318.11,-1.28,2.04,-2.91,1.3,-0.06,-2.58,1.02,45,0
630,46.99,-2.62,-2.06,-0.65,0.38,-0.71,0.9,-0.73,114,0
631,439.02,-3.46,-2.2,2.89,0.16,-0.34,-1.36,1.17,189,0
632,32.54,-3.53,1.97,-2.04,0.52,-0.2,0.48,0.45,75,0
633,174.79,-2.88,-0.88,2.94,0.8,-0.39,-0.08,0.45,478,0
634,464.44,-3.01,-0.39,-2.55,0.37,-0.31,0.95,1.36,204,0
635,384.39,-1.38,1.39,1.38,-0.48,0.16,-2.1,1.09,60,0
636,195.37,0.92,-1.37,2.03,-0.89,-0.06,-0.67,1.9,202,0
637,252.32,-1.68,-0.1,-0.57,-0.0,-0.54,0.48,0.15,34,0
638,182.45,2.37,-2.1,-1.16,-0.68,-0.91,0.89,0.25,144,0
639,60.54,0.37,0.71,0.95,1.88,-0.21,-1.16,-0.29,131,0
640,67.86,-0.18,2.62,2.37,-0.74,0.58,0.31,0.52,79,0
641,157.21,-4.68,-0.36,-2.63,-0.71,0.17,-1.39,-0.57,490,0
642,475.61,-2.53,2.34,1.36,-0.19,-0.66,-1.38,-0.99,335,0
643,72.67,2.5,2.46,-1.83,1.35,0.03,-1.15,0.26,100,0
644,411.93,2.11,0.43,-1.53,-0.08,0.35,-1.88,1.04,455,0
645,356.75,-1.46,2.84,-0.7,1.75,0.88,-2.25,1.17,292,0
646,193.26,1.11,2.34,-1.36,1.49,-0.92,-2.4,0.42,492,0
647,71.92,0.36,-2.8,1.24,-0.72,-0.42,-0.62,0.16,236,0
648,245.17,-0.02,-1.67,0.94,1.78,-0.65,-2.61,-0.04,189,0
649,244.38,-1.48,-0.79,1.95,0.99,-0.61,0.48,-0.92,112,0
650,154.24,1.89,-0.47,-0.01,-0.05,0.67,-2.17,1.32,402,0
651,231.84,2.54,-1.7,-2.14,1.75,0.64,0.55,0.32,134,0
652,234.71,-2.15,-0.9,1.81,-0.48,-0.66,0.94,-0.44,332,0
653,421.16,-2.93,1.83,0.75,-0.27,-0.92,0.64,1.14,385,0
654,246.43,-1.22,2.22,-1.92,1.36,0.88,-1.26,-0.89,254,0
655,76.43,-4.58,1.51,-1.64,-0.71,0.66,-0.33,0.35,173,0
656,177.64,-4.59,0.83,-2.94,-0.39,1.0,0.68,1.57,134,0
657,156.85,-3.51,2.98,-2.64,-0.14,-0.85,-2.6,1.02,317,0
658,271.73,-3.73,-1.53,-0.05,0.29,0.94,0.0,0.33,402,0
659,461.69,-1.16,-0.65,0.74,1.09,0.29,-0.53,0.75,425,0
660,43.73,-3.62,-2.25,-0.22,-0.56,0.28,-2.38,0.7,427,0
661,287.28,0.44,-1.46,-0.0,1.5,-0.06,-1.01,0.55,331,0
662,362.53,1.46,2.46,1.55,0.7,0.4,-2.89,-0.4,442,0
663,269.3,-3.79,2.51,-2.62,-0.12,0.38,0.82,0.57,263,0
664,145.67,2.62,-1.11,1.48,0.19,0.06,-0.66,0.94,306,0
665,219.93,-4.52,-2.56,0.69,0.02,0.88,-2.39,-0.58,358,0
666,326.08,1.16,-2.99,-2.08,0.83,0.76,-1.97,0.74,209,0
667,356.11,-3.01,0.86,-0.72,-0.34,-0.31,-0.44,1.12,325,0
668,455.46,-3.81,0.57,-1.91,1.6,0.58,-1.92,1.21,361,0
669,252.58,-3.92,0.75,1.21,-0.03,-0.45,-2.65,-0.74,358,0
